Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status,ticket_price,seating_type
28851,Muffin,Vanyard,Male,59,Portugal,Nanded Airport,IN,India,AS,Asia,3/21/2022,NDC,Muffin Vanyard,On Time,71178,First Class
65987,Glyn,Bruins,Male,39,Russia,Rajkot Airport,IN,India,AS,Asia,1/20/2022,RAJ,Glyn Bruins,Cancelled,58650,First Class
94600,Jena,Eck,Female,85,Niger,Playa Baracoa Airport,CU,Cuba,NAM,North America,5/31/2022,UPB,Jena Eck,Cancelled,19314,Business
22691,Reube,Biddell,Male,71,Philippines,Solomon Airport,AU,Australia,OC,Oceania,08-07-2022,SLJ,Reube Biddell,Cancelled,13081,Economy
47121,Sylvan,Meo,Male,24,Russia,Wasu Airport,PG,Papua New Guinea,OC,Oceania,8/14/2022,WSU,Sylvan Meo,On Time,68958,First Class
39823,Patty,Zoppie,Female,42,Russia,Point Salines International Airport,GD,Grenada,NAM,North America,10/25/2022,GND,Patty Zoppie,Cancelled,60294,First Class
22005,Averyl,Galia,Female,39,Brazil,Araçatuba Airport,BR,Brazil,SAM,South America,03-04-2022,ARU,Averyl Galia,Delayed,32537,Business
29899,Crin,Chevis,Female,11,China,Viracopos International Airport,BR,Brazil,SAM,South America,10-05-2022,VCP,Crin Chevis,Cancelled,25317,Business
94741,Farly,Arnet,Male,31,France,Blosser Municipal Airport,US,United States,NAM,North America,8/15/2022,CNK,Farly Arnet,On Time,67116,First Class
87768,Frankie,Spurway,Male,84,Haiti,Boolgeeda,AU,Australia,OC,Oceania,09-07-2022,OCM,Frankie Spurway,On Time,25439,Business
90440,Ebenezer,Alyonov,Male,14,Brazil,Mendi Airport,ET,Ethiopia,AF,Africa,6/17/2022,NDM,Ebenezer Alyonov,Cancelled,34098,Business
74661,Peyter,Spacy,Male,38,China,Greenwood County Airport,US,United States,NAM,North America,11/26/2022,GRD,Peyter Spacy,Delayed,28059,Business
61865,Carr,Wyllcocks,Male,79,China,Upala Airport,CR,Costa Rica,NAM,North America,12/23/2022,UPL,Carr Wyllcocks,Cancelled,31118,Business
15059,Dore,Blondell,Female,67,Canada,Wollogorang Airport,AU,Australia,OC,Oceania,9/28/2022,WLL,Dore Blondell,On Time,66300,First Class
77410,Galina,Almeida,Female,87,China,Lissadell Airport,AU,Australia,OC,Oceania,08-06-2022,LLL,Galina Almeida,Delayed,65568,First Class
32799,Derwin,Jezzard,Male,29,Lithuania,Lambarene Airport,GA,Gabon,AF,Africa,04-12-2022,LBQ,Derwin Jezzard,Cancelled,19942,Business
90679,Jermaine,Escott,Male,90,Portugal,Northeast Alabama Regional Airport,US,United States,NAM,North America,7/15/2022,GAD,Jermaine Escott,Delayed,63543,First Class
66517,Jeanne,Moncreif,Female,71,Benin,Tarko-Sale Airport,RU,Russian Federation,AS,Asia,7/16/2022,TQL,Jeanne Moncreif,On Time,26418,Business
93756,Mordecai,Regus,Male,4,China,Miramichi Airport,CA,Canada,NAM,North America,09-02-2022,YCH,Mordecai Regus,Cancelled,17575,Business
84809,Kingsly,Micco,Male,89,Ireland,Sarzana-Luni Air Base,IT,Italy,EU,Europe,9/24/2022,QLP,Kingsly Micco,Cancelled,20685,Business
57073,Lydia,Rathbourne,Female,7,Brazil,Moranbah Airport,AU,Australia,OC,Oceania,8/16/2022,MOV,Lydia Rathbourne,On Time,71930,First Class
27283,Clayborn,Sneller,Male,3,Indonesia,Eastern WV Regional Airport/Shepherd Field,US,United States,NAM,North America,12-03-2022,MRB,Clayborn Sneller,On Time,20776,Business
18253,Claudina,Grane,Female,36,Japan,Cururupu Airport,BR,Brazil,SAM,South America,03-05-2022,CPU,Claudina Grane,On Time,40437,Business
57649,Butch,Shakelade,Male,81,Uruguay,Provideniya Bay Airport,RU,Russian Federation,EU,Europe,07-10-2022,PVS,Butch Shakelade,On Time,45593,Business
29085,Risa,Elce,Female,27,Indonesia,Nakashibetsu Airport,JP,Japan,AS,Asia,11/25/2022,SHB,Risa Elce,On Time,72195,First Class
95854,Suki,McVie,Female,82,Peru,Siglufjörður Airport,IS,Iceland,EU,Europe,03-03-2022,SIJ,Suki McVie,On Time,58195,First Class
97791,Claudian,Whytock,Male,19,Uzbekistan,Shanghai Hongqiao International Airport,CN,China,AS,Asia,10/17/2022,SHA,Claudian Whytock,Cancelled,1010,Economy
45126,Fallon,Inchley,Female,44,China,Gustavo Artunduaga Paredes Airport,CO,Colombia,SAM,South America,8/13/2022,FLA,Fallon Inchley,Cancelled,2870,Economy
36597,Phelia,Feben,Female,55,Palestinian Territory,Ruby Airport,US,United States,NAM,North America,03-09-2022,RBY,Phelia Feben,Delayed,29346,Business
73155,Borden,Cartmael,Male,31,Poland,Dongshan Airport,CN,China,AS,Asia,2/27/2022,HLD,Borden Cartmael,On Time,60925,First Class
40208,Paten,Bonfield,Male,87,China,Goulburn Airport,AU,Australia,OC,Oceania,1/28/2022,GUL,Paten Bonfield,Delayed,73226,First Class
14768,Bibi,Corbridge,Female,78,China,Shark Bay Airport,AU,Australia,OC,Oceania,9/17/2022,MJK,Bibi Corbridge,Cancelled,76018,First Class
67341,Pet,Izachik,Female,44,China,Rimouski Airport,CA,Canada,NAM,North America,11-10-2022,YXK,Pet Izachik,On Time,34202,Business
49083,Alexandro,Curwood,Male,15,Russia,Hongyuan Airport,CN,China,AS,Asia,2/21/2022,AHJ,Alexandro Curwood,Cancelled,43917,Business
85274,Ermina,Ells,Female,16,Indonesia,Capitan Nicolas Rojas Airport,BO,"Bolivia, Plurinational State of",SAM,South America,3/30/2022,POI,Ermina Ells,Cancelled,9723,Economy
52965,Rikki,Blaszczyk,Female,12,China,Viña del mar Airport,CL,Chile,SAM,South America,08-03-2022,KNA,Rikki Blaszczyk,On Time,49084,Business
10505,Annelise,Kinnar,Female,12,Slovenia,Aksu Airport,CN,China,AS,Asia,10-03-2022,AKU,Annelise Kinnar,Cancelled,36045,Business
97485,Allis,Cale,Female,84,Spain,Cardiff International Airport,GB,United Kingdom,EU,Europe,10/30/2022,CWL,Allis Cale,Cancelled,11731,Economy
98242,Adey,Treamayne,Female,7,Malaysia,Valdez Pioneer Field,US,United States,NAM,North America,03-01-2022,VDZ,Adey Treamayne,Cancelled,59604,First Class
81672,Nathalie,Bilam,Female,48,Belarus,Ryan's Creek Aerodrome,NZ,New Zealand,OC,Oceania,9/18/2022,SZS,Nathalie Bilam,Delayed,14766,Economy
98427,Harmony,Gow,Female,7,Canada,Bromont (Roland Desourdy) Airport,CA,Canada,NAM,North America,09-10-2022,ZBM,Harmony Gow,Cancelled,10726,Economy
62872,Glen,Hearthfield,Male,6,Indonesia,North Island Naval Air Station-Halsey Field,US,United States,NAM,North America,10/24/2022,NZY,Glen Hearthfield,Cancelled,65276,First Class
61558,Rina,Pitrollo,Female,81,China,Dimapur Airport,IN,India,AS,Asia,10/29/2022,DMU,Rina Pitrollo,Delayed,75059,First Class
23856,Reyna,Beckinsale,Female,82,Sierra Leone,Mariana Grajales Airport,CU,Cuba,NAM,North America,2/24/2022,GAO,Reyna Beckinsale,On Time,16903,Business
96075,Tessa,Bladge,Female,82,Brazil,Idaho Falls Regional Airport,US,United States,NAM,North America,7/27/2022,IDA,Tessa Bladge,Cancelled,1994,Economy
53224,Lowell,Benedit,Male,87,China,Vista Field,US,United States,NAM,North America,4/14/2022,VSK,Lowell Benedit,Delayed,69969,First Class
74824,Joyce,Bridgman,Female,73,Macedonia,Tenente Lund Pressoto Airport,BR,Brazil,SAM,South America,4/27/2022,FRC,Joyce Bridgman,Delayed,55681,First Class
34829,Stanton,Pitrelli,Male,52,Philippines,Federico Garcia Lorca Airport,ES,Spain,EU,Europe,6/18/2022,GRX,Stanton Pitrelli,Delayed,35237,Business
11595,Kristo,Cobbin,Male,51,Brazil,Capitan FAP Carlos Martinez De Pinillos International Airport,PE,Peru,SAM,South America,08-10-2022,TRU,Kristo Cobbin,Cancelled,36539,Business
31713,Reggy,Rysom,Male,39,Indonesia,Deer Lake Airport,CA,Canada,NAM,North America,12-09-2022,YDF,Reggy Rysom,Delayed,1675,Economy
50005,Francyne,Shalcros,Female,49,China,Cruz Bay Seaplane Base,VI,"Virgin Islands, U.S.",NAM,North America,06-02-2022,SJF,Francyne Shalcros,Cancelled,22253,Business
96142,Normy,Dome,Male,42,Honduras,Williamsport Regional Airport,US,United States,NAM,North America,2/21/2022,IPT,Normy Dome,Cancelled,14771,Economy
17446,Bab,Ashby,Female,34,South Africa,Wollongong Airport,AU,Australia,OC,Oceania,11/28/2022,WOL,Bab Ashby,On Time,65629,First Class
92433,Kale,Dunniom,Male,9,Brazil,Paranaguá Airport,BR,Brazil,SAM,South America,7/22/2022,PNG,Kale Dunniom,Delayed,55418,First Class
18707,Constantino,Message,Male,11,Moldova,Mukah Airport,MY,Malaysia,AS,Asia,02-04-2022,MKM,Constantino Message,On Time,76840,First Class
16964,Cy,Mannagh,Male,54,Switzerland,Doris Lake,CA,Canada,NAM,North America,08-06-2022,JOJ,Cy Mannagh,Delayed,65204,First Class
37427,Valdemar,Whate,Male,90,Brazil,Northeast Florida Regional Airport,US,United States,NAM,North America,10-09-2022,UST,Valdemar Whate,On Time,70571,First Class
84393,Dinny,Soppit,Female,21,Nepal,Lae Island Airport,MH,Marshall Islands,OC,Oceania,05-08-2022,LML,Dinny Soppit,On Time,18331,Business
31581,Eldin,Manhood,Male,87,France,Norman Manley International Airport,JM,Jamaica,NAM,North America,6/23/2022,KIN,Eldin Manhood,Cancelled,71333,First Class
52706,Cleon,De Maine,Male,31,Belgium,28 de Noviembre Airport,AR,Argentina,SAM,South America,8/19/2022,RYO,Cleon De Maine,Delayed,72480,First Class
38988,Kelwin,Dorward,Male,82,Argentina,Duncan Town Airport,BS,Bahamas,NAM,North America,5/26/2022,DCT,Kelwin Dorward,On Time,78877,First Class
50788,Giraud,Harlin,Male,29,China,Gerrard Smith International Airport,KY,Cayman Islands,NAM,North America,11-02-2022,CYB,Giraud Harlin,On Time,18544,Business
50235,Prescott,Vondruska,Male,41,Thailand,Moises R. Espinosa Airport,PH,Philippines,AS,Asia,03-12-2022,MBT,Prescott Vondruska,Delayed,55652,First Class
33388,Alla,Peniman,Female,62,China,Yeniseysk Airport,RU,Russian Federation,AS,Asia,12-12-2022,EIE,Alla Peniman,Cancelled,3943,Economy
13667,Arturo,Bonsale,Male,42,Indonesia,Arad International Airport,RO,Romania,EU,Europe,08-11-2022,ARW,Arturo Bonsale,On Time,16157,Business
59578,Carlen,Dives,Female,85,Colombia,Chandalar Lake Airport,US,United States,NAM,North America,4/27/2022,WCR,Carlen Dives,Cancelled,5625,Economy
58007,Oswell,Giercke,Male,29,Indonesia,Bisbee Douglas International Airport,US,United States,NAM,North America,2/27/2022,DUG,Oswell Giercke,On Time,73393,First Class
84715,Ariel,Merrill,Male,50,Iraq,Ontario International Airport,US,United States,NAM,North America,11-08-2022,ONT,Ariel Merrill,Delayed,75355,First Class
12009,Carol,Horry,Female,10,China,Ralph C Weiser Field,US,United States,NAM,North America,06-09-2022,AGO,Carol Horry,On Time,22418,Business
66856,Erminie,Ipgrave,Female,48,Spain,Yinchuan Hedong International Airport,CN,China,AS,Asia,3/23/2022,INC,Erminie Ipgrave,Delayed,16729,Business
60334,Carlyle,Gallagher,Male,73,Sweden,Central Illinois Regional Airport at Bloomington-Normal,US,United States,NAM,North America,09-03-2022,BMI,Carlyle Gallagher,On Time,23701,Business
77527,Frederica,Joselovitch,Female,60,Indonesia,Totness Airport,SR,Suriname,SAM,South America,08-01-2022,TOT,Frederica Joselovitch,On Time,21078,Business
36805,Toni,Aiston,Female,74,Finland,Muskrat Dam Airport,CA,Canada,NAM,North America,6/13/2022,MSA,Toni Aiston,On Time,22526,Business
19813,Perrine,Danton,Female,8,Indonesia,Wausau Downtown Airport,US,United States,NAM,North America,06-04-2022,AUW,Perrine Danton,Delayed,79369,First Class
14628,Dominga,Denys,Female,35,Ukraine,Saumlaki/Olilit Airport,ID,Indonesia,AS,Asia,10/25/2022,SXK,Dominga Denys,On Time,69463,First Class
39244,Fleurette,Kenford,Female,16,Portugal,Twentynine Palms Airport,US,United States,NAM,North America,10/26/2022,TNP,Fleurette Kenford,Cancelled,72740,First Class
45133,Bryce,De Moreno,Male,12,Chile,Kiwayu Airport,KE,Kenya,AF,Africa,09-01-2022,KWY,Bryce De Moreno,Delayed,12851,Economy
71713,Pavla,Matz,Female,2,Ukraine,Nuku Airport,PG,Papua New Guinea,OC,Oceania,07-08-2022,UKU,Pavla Matz,On Time,12565,Economy
51157,Abe,Santos,Male,40,Croatia,Vila Bela da Santíssima Trindade Airport,BR,Brazil,SAM,South America,05-05-2022,MTG,Abe Santos,Cancelled,7523,Economy
20936,Randy,Greystock,Female,27,China,Palacios Municipal Airport,US,United States,NAM,North America,5/26/2022,PSX,Randy Greystock,Delayed,78052,First Class
77701,Isador,Grist,Male,66,Portugal,Kaili Airport,CN,China,AS,Asia,9/17/2022,KJH,Isador Grist,On Time,21168,Business
73739,Brendan,Bockh,Male,5,Yemen,Playón Chico Airport,PA,Panama,NAM,North America,9/15/2022,PYC,Brendan Bockh,Cancelled,57362,First Class
96316,Rustin,Dilrew,Male,49,Uganda,Helmuth Baungarten Airport,BR,Brazil,SAM,South America,05-12-2022,LOI,Rustin Dilrew,On Time,53936,First Class
81952,Ammamaria,Gladdin,Female,4,Azerbaijan,Sesheke Airport,ZM,Zambia,AF,Africa,02-04-2022,SJQ,Ammamaria Gladdin,Cancelled,52369,First Class
70918,Keen,Gleeson,Male,62,China,Delissaville Airport,AU,Australia,OC,Oceania,10/30/2022,DLV,Keen Gleeson,Cancelled,11207,Economy
41655,Francklin,Witheridge,Male,56,Syria,Tocumwal Airport,AU,Australia,OC,Oceania,10/19/2022,TCW,Francklin Witheridge,Cancelled,27621,Business
26264,Nathanael,Brockest,Male,3,Portugal,Rochester Airport,GB,United Kingdom,EU,Europe,08-01-2022,RCS,Nathanael Brockest,On Time,11112,Economy
12356,Dara,Frere,Female,73,Indonesia,Uru Harbour Airport,SB,Solomon Islands,OC,Oceania,01-04-2022,ATD,Dara Frere,On Time,49681,Business
85601,Bartholemy,Reuther,Male,70,Philippines,Luis Munoz Marin International Airport,PR,Puerto Rico,NAM,North America,04-10-2022,SJU,Bartholemy Reuther,Cancelled,27568,Business
13712,Arnie,Kite,Male,63,Indonesia,Sua Pan Airport,BW,Botswana,AF,Africa,9/16/2022,SXN,Arnie Kite,On Time,11059,Economy
11482,Candie,Spybey,Female,67,China,Herrera Airport,DO,Dominican Republic,NAM,North America,7/20/2022,HEX,Candie Spybey,Cancelled,75564,First Class
94304,Minda,Gault,Female,86,China,Hihifo Airport,WF,Wallis and Futuna,OC,Oceania,1/22/2022,WLS,Minda Gault,Cancelled,62511,First Class
65610,Aileen,Olyff,Female,48,Brazil,Carurú Airport,CO,Colombia,SAM,South America,05-08-2022,CUO,Aileen Olyff,On Time,73297,First Class
74851,Yetta,Janout,Female,85,Philippines,Great Bear Lake Airport,CA,Canada,NAM,North America,6/14/2022,DAS,Yetta Janout,On Time,39886,Business
97575,Stanislas,Tesauro,Male,10,Kazakhstan,Jardines Del Rey Airport,CU,Cuba,NAM,North America,2/19/2022,CCC,Stanislas Tesauro,Cancelled,50524,First Class
48583,Robenia,Troth,Female,49,Peru,Enfidha - Hammamet International Airport,TN,Tunisia,AF,Africa,08-08-2022,NBE,Robenia Troth,On Time,43134,Business
17698,Marjie,Newbigging,Female,39,Vietnam,Menara Airport,MA,Morocco,AF,Africa,9/13/2022,RAK,Marjie Newbigging,Cancelled,39429,Business
20620,Alexandro,Christiensen,Male,46,United States,Nambucca Heads Airport,AU,Australia,OC,Oceania,4/13/2022,NBH,Alexandro Christiensen,On Time,65430,First Class
23924,Nickolas,Raynham,Male,41,China,Wiseman Airport,US,United States,NAM,North America,1/31/2022,WSM,Nickolas Raynham,Delayed,69154,First Class
16853,Burlie,Johnstone,Male,45,East Timor,Prince Mangosuthu Buthelezi Airport,ZA,South Africa,AF,Africa,2/14/2022,ULD,Burlie Johnstone,Delayed,70438,First Class
41943,Glenine,Southby,Female,48,Netherlands,Wichita Eisenhower National Airport,US,United States,NAM,North America,10/18/2022,ICT,Glenine Southby,Cancelled,3325,Economy
11474,Morley,Metham,Male,22,Japan,La Tuque Airport,CA,Canada,NAM,North America,02-11-2022,YLQ,Morley Metham,Cancelled,26606,Business
95394,Griffin,Farrent,Male,26,Armenia,Yibin Caiba Airport,CN,China,AS,Asia,12/28/2022,YBP,Griffin Farrent,On Time,21800,Business
78086,Stearne,Arrundale,Male,79,Colombia,Coban Airport,GT,Guatemala,NAM,North America,04-09-2022,CBV,Stearne Arrundale,Cancelled,2436,Economy
61094,Colver,O'Loughlin,Male,29,China,Noonkanbah Airport,AU,Australia,OC,Oceania,12/28/2022,NKB,Colver O'Loughlin,On Time,6400,Economy
45991,Merilee,Boothroyd,Female,83,Greece,Zhob Airport,PK,Pakistan,AS,Asia,1/19/2022,PZH,Merilee Boothroyd,Cancelled,14401,Economy
56028,Edouard,Coope,Male,10,Marshall Islands,Tumolbil Airport,PG,Papua New Guinea,OC,Oceania,03-01-2022,TLP,Edouard Coope,Delayed,69433,First Class
99635,Marcellina,Wealthall,Female,16,Georgia,Konya Airport,TR,Turkey,AS,Asia,10/17/2022,KYA,Marcellina Wealthall,Delayed,73630,First Class
13420,Albertina,Twiname,Female,16,Poland,Sármellék International Airport,HU,Hungary,EU,Europe,4/22/2022,SOB,Albertina Twiname,Delayed,24130,Business
24553,Steffie,Vicker,Female,70,Philippines,St Jean Airport,CA,Canada,NAM,North America,08-09-2022,YJN,Steffie Vicker,On Time,59008,First Class
35639,Lamar,Tebbet,Male,53,Serbia,La Ronge Airport,CA,Canada,NAM,North America,12-05-2022,YVC,Lamar Tebbet,Cancelled,59162,First Class
47126,Shell,Calderhead,Female,4,Ukraine,Wollongong Airport,AU,Australia,OC,Oceania,3/23/2022,WOL,Shell Calderhead,Delayed,53087,First Class
36479,Robin,Burris,Female,39,Russia,St Louis Regional Airport,US,United States,NAM,North America,10-10-2022,ALN,Robin Burris,Delayed,52070,First Class
82914,Rawley,Bowmen,Male,23,China,Haivaro Airport,PG,Papua New Guinea,OC,Oceania,11/23/2022,HIT,Rawley Bowmen,Delayed,21429,Business
46354,Irma,Stutely,Female,64,Gabon,Mélio Viana Airport,BR,Brazil,SAM,South America,08-09-2022,QID,Irma Stutely,On Time,53672,First Class
52291,Annora,Carmichael,Female,44,Kazakhstan,San Nicolas De Bari Airport,CU,Cuba,NAM,North America,3/20/2022,QSN,Annora Carmichael,Delayed,28187,Business
71851,Katey,Bew,Female,60,China,Newark Liberty International Airport,US,United States,NAM,North America,4/13/2022,EWR,Katey Bew,On Time,46553,Business
98695,Heinrik,Hemphrey,Male,81,Thailand,Waterbury Oxford Airport,US,United States,NAM,North America,9/25/2022,OXC,Heinrik Hemphrey,On Time,79050,First Class
70741,Chilton,Easterling,Male,79,China,RAF Bentwaters,GB,United Kingdom,EU,Europe,2/24/2022,BWY,Chilton Easterling,Delayed,44738,Business
90835,Rafa,Stelfax,Female,73,New Caledonia,Hassi R'Mel Airport,DZ,Algeria,AF,Africa,9/16/2022,HRM,Rafa Stelfax,Cancelled,78934,First Class
49188,Raul,Mantha,Male,90,Argentina,Sado Airport,JP,Japan,AS,Asia,09-12-2022,SDS,Raul Mantha,Delayed,55709,First Class
11793,Erena,Driffe,Female,47,South Africa,Tissa Tank Waterdrome,LK,Sri Lanka,AS,Asia,6/20/2022,TTW,Erena Driffe,Delayed,74528,First Class
63335,Johnnie,Trewman,Male,88,Finland,Anthony Municipal Airport,US,United States,NAM,North America,4/25/2022,ANY,Johnnie Trewman,Cancelled,17969,Business
19209,Tripp,Docksey,Male,45,Indonesia,Bellona/Anua Airport,SB,Solomon Islands,OC,Oceania,01-10-2022,BNY,Tripp Docksey,Delayed,15620,Business
57170,Jeni,Becker,Female,62,Indonesia,Espinosa Airport,BR,Brazil,SAM,South America,7/31/2022,ESI,Jeni Becker,On Time,19551,Business
70175,Freddy,Rides,Male,49,Philippines,Tonghua Sanyuanpu Airport,CN,China,AS,Asia,10/14/2022,TNH,Freddy Rides,On Time,48545,Business
85149,Petunia,Hanbury-Brown,Female,34,China,Shute Harbour Airport,AU,Australia,OC,Oceania,9/25/2022,JHQ,Petunia Hanbury-Brown,Cancelled,53925,First Class
82659,Claribel,Backshall,Female,42,France,Aleknagik / New Airport,US,United States,NAM,North America,07-10-2022,WKK,Claribel Backshall,Cancelled,61254,First Class
26542,Stephen,Tettley,Male,57,China,Capurganá Airport,CO,Colombia,SAM,South America,9/21/2022,CPB,Stephen Tettley,Cancelled,6985,Economy
83841,Moses,Walding,Male,56,China,Charlotte Amalie Harbor Seaplane Base,VI,"Virgin Islands, U.S.",NAM,North America,1/15/2022,SPB,Moses Walding,On Time,23529,Business
41162,Isaiah,St Pierre,Male,54,Russia,Mwadui Airport,TZ,"Tanzania, United Republic of",AF,Africa,5/31/2022,MWN,Isaiah St Pierre,Delayed,17432,Business
48143,Darcee,Bilbee,Female,54,Canada,Cruzeiro do Sul Airport,BR,Brazil,SAM,South America,12/20/2022,CZS,Darcee Bilbee,On Time,36247,Business
90224,Brinn,Crankhorn,Female,31,Indonesia,Kirovsk-Apatity Airport,RU,Russian Federation,EU,Europe,11/23/2022,KVK,Brinn Crankhorn,On Time,5286,Economy
80845,Shanta,Learmond,Female,61,Philippines,Cheikh Larbi Tébessi Airport,DZ,Algeria,AF,Africa,9/18/2022,TEE,Shanta Learmond,Delayed,70884,First Class
40893,Nonna,Lownsbrough,Female,56,Russia,Ljubljana Jože Pučnik Airport,SI,Slovenia,EU,Europe,12-07-2022,LJU,Nonna Lownsbrough,On Time,39672,Business
25074,Giovanna,McKinley,Female,69,France,Land's End Airport,GB,United Kingdom,EU,Europe,2/15/2022,LEQ,Giovanna McKinley,Cancelled,36008,Business
92568,D'arcy,Carratt,Male,39,Indonesia,Ivanof Bay Seaplane Base,US,United States,NAM,North America,9/30/2022,KIB,D'arcy Carratt,Cancelled,23438,Business
44440,Clementina,Bernardeschi,Female,37,Yemen,Guriaso (Keraso) Airport,PG,Papua New Guinea,OC,Oceania,01-08-2022,GUE,Clementina Bernardeschi,On Time,71625,First Class
12504,Batsheva,Baynes,Female,9,China,St. Anthony Airport,CA,Canada,NAM,North America,12/26/2022,YAY,Batsheva Baynes,Cancelled,41498,Business
45776,Gabriello,Ellerington,Male,19,Indonesia,Patuxent River Naval Air Station (Trapnell Field),US,United States,NAM,North America,7/20/2022,NHK,Gabriello Ellerington,Delayed,74613,First Class
70394,Granthem,Ghion,Male,17,China,Maitland Airport,AU,Australia,OC,Oceania,11-05-2022,MTL,Granthem Ghion,Delayed,71915,First Class
16110,Filmore,Faich,Male,76,Nigeria,Manitouwadge Airport,CA,Canada,NAM,North America,05-03-2022,YMG,Filmore Faich,Cancelled,7856,Economy
33527,Joice,Chadbourne,Female,51,Peru,Adıyaman Airport,TR,Turkey,AS,Asia,8/30/2022,ADF,Joice Chadbourne,Delayed,63085,First Class
18101,Lief,Deaton,Male,81,Argentina,Anderson Regional Airport,US,United States,NAM,North America,10/24/2022,AND,Lief Deaton,On Time,45921,Business
51560,Ephrem,Challoner,Male,62,Yemen,Orán Airport,AR,Argentina,SAM,South America,11-08-2022,ORA,Ephrem Challoner,On Time,71554,First Class
76828,Stacee,Dulson,Male,88,Philippines,Cortland County Chase Field,US,United States,NAM,North America,6/26/2022,CTX,Stacee Dulson,On Time,59082,First Class
79351,Channa,Aphale,Female,19,Canada,Jam Airport,IR,"Iran, Islamic Republic of",AS,Asia,5/26/2022,KNR,Channa Aphale,On Time,71633,First Class
51030,Lon,Doogue,Male,29,Russia,Satwag Airport,PG,Papua New Guinea,OC,Oceania,9/16/2022,SWG,Lon Doogue,Delayed,32821,Business
20337,Rex,Jowsey,Male,11,South Korea,Burg Feuerstein Airport,DE,Germany,EU,Europe,4/20/2022,URD,Rex Jowsey,Delayed,49467,Business
22453,Neall,Zamudio,Male,90,Czech Republic,Sandstone Airport,AU,Australia,OC,Oceania,12/15/2022,NDS,Neall Zamudio,Cancelled,52861,First Class
82833,Mace,Glashby,Male,28,Belarus,Merowe New Airport,SD,Sudan,AF,Africa,04-10-2022,MWE,Mace Glashby,Cancelled,36196,Business
13932,Brett,Levecque,Male,60,Croatia,Dalanzadgad Airport,MN,Mongolia,AS,Asia,9/16/2022,DLZ,Brett Levecque,On Time,52293,First Class
60206,Sharline,Tape,Female,76,Kazakhstan,Zhoushuizi Airport,CN,China,AS,Asia,3/17/2022,DLC,Sharline Tape,Delayed,7851,Economy
50885,Darrel,Diaper,Male,75,Portugal,Zhytomyr Airport,UA,Ukraine,EU,Europe,7/15/2022,ZTR,Darrel Diaper,Delayed,60191,First Class
87766,Peggie,Stone,Female,11,China,Santa Maria Airport,BR,Brazil,SAM,South America,05-12-2022,AJU,Peggie Stone,Delayed,24413,Business
22182,Saw,Osorio,Male,40,China,Likiep Airport,MH,Marshall Islands,OC,Oceania,8/16/2022,LIK,Saw Osorio,On Time,29783,Business
79928,Kacey,Tilford,Female,69,Poland,Khatgal Airport,MN,Mongolia,AS,Asia,04-11-2022,HTM,Kacey Tilford,On Time,14093,Economy
69343,Luke,Gottelier,Male,89,Philippines,Western Neb. Rgnl/William B. Heilig Airport,US,United States,NAM,North America,01-09-2022,BFF,Luke Gottelier,On Time,68842,First Class
48229,Alleyn,Facer,Male,65,China,Indiana County/Jimmy Stewart Fld/ Airport,US,United States,NAM,North America,02-12-2022,IDI,Alleyn Facer,On Time,19565,Business
92052,Cele,Baiden,Female,17,Poland,Dong Tac Airport,VN,Viet Nam,AS,Asia,11/29/2022,TBB,Cele Baiden,Cancelled,43019,Business
58556,Rene,Mort,Male,68,Ukraine,Willoughby Lost Nation Municipal Airport,US,United States,NAM,North America,7/21/2022,LNN,Rene Mort,On Time,59117,First Class
75606,Newton,Minchinden,Male,77,Japan,Vista Field,US,United States,NAM,North America,6/29/2022,VSK,Newton Minchinden,On Time,48232,Business
31262,Franklin,Bentham3,Male,10,Sweden,Palm Springs International Airport,US,United States,NAM,North America,06-02-2022,PSP,Franklin Bentham3,Delayed,5773,Economy
30534,Allyn,Waliszewski,Male,84,Serbia,Bimin Airport,PG,Papua New Guinea,OC,Oceania,8/22/2022,BIZ,Allyn Waliszewski,On Time,10022,Economy
18276,Angel,Pettko,Male,22,China,Northeast Ohio Regional Airport,US,United States,NAM,North America,12-11-2022,JFN,Angel Pettko,Delayed,57850,First Class
95734,Clevie,Baynon,Male,80,France,Gage Airport,US,United States,NAM,North America,6/18/2022,GAG,Clevie Baynon,On Time,11182,Economy
16830,Wallis,Wones,Male,14,Indonesia,Senggo Airport,ID,Indonesia,AS,Asia,8/18/2022,ZEG,Wallis Wones,Delayed,4758,Economy
25696,Allyce,Rouby,Female,77,Portugal,Ahwaz Airport,IR,"Iran, Islamic Republic of",AS,Asia,9/21/2022,AWZ,Allyce Rouby,Delayed,16134,Business
32157,Evelina,MacDaid,Female,2,China,Plymouth City Airport,GB,United Kingdom,EU,Europe,11/26/2022,PLH,Evelina MacDaid,Cancelled,6186,Economy
10714,Deedee,Gratten,Female,51,Poland,Ouvéa Airport,NC,New Caledonia,OC,Oceania,04-05-2022,UVE,Deedee Gratten,Cancelled,53812,First Class
31145,Abbye,Darville,Female,55,Brazil,Pangoa Airport,PG,Papua New Guinea,OC,Oceania,4/28/2022,PGB,Abbye Darville,Cancelled,33268,Business
10143,Lesley,Statefield,Male,49,Indonesia,Kaufana Airport,TO,Tonga,OC,Oceania,07-02-2022,EUA,Lesley Statefield,On Time,73519,First Class
